gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
KCM194509021,johnm104,MEM,3,value,2,,2,0,0,0,0,0,,0,0,,0,0,0,,0,,,,,,1,,1,,19450902,1,KAN05,v,KCM,1,0,0,regular,y,
KCM194509021,mcdab101,KCM,1,value,8,,14,3,0,0,0,3,,3,0,,0,0,0,,0,,,,,,,1,,,19450902,1,KAN05,h,MEM,0,1,0,regular,y,
KCM194509021,paigs101,KCM,2,value,19,,31,9,0,0,0,10,,4,0,,0,0,0,,0,,,,,1,,,1,,19450902,1,KAN05,h,MEM,0,1,0,regular,y,
KCM194509022,keyer101,MEM,1,value,21,,29,8,0,0,1,5,,2,,,0,0,0,0,,,,,,1,,1,,1,19450902,2,KAN05,v,KCM,0,1,0,regular,y,
KCM194509022,wylis101,KCM,1,value,21,,30,5,0,0,1,4,,2,,,0,0,0,0,,,,,1,,,1,,1,19450902,2,KAN05,h,MEM,1,0,0,regular,y,
NY5194509022,sayla101,BIR,1,value,25,0,31,5,2,0,0,3,3,2,0,4,1,0,0,1,0,1,0,0,,1,,1,,,19450902,2,NYC16,v,NY5,0,1,0,exhibition,y,d
NY5194509022,markj101,BIR,2,value,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19450902,2,NYC16,v,NY5,0,1,0,exhibition,y,d
NY5194509022,stann101,NY5,1,value,27,0,33,6,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,1,,,1,,1,19450902,2,NYC16,h,BIR,1,0,0,exhibition,y,d
PH5194509021,willj112,CIA,1,value,24,,,12,,,,4,,,,,,,,,,,,,,1,,1,,1,19450902,1,NYC16,v,PH5,0,1,0,exhibition,,
PH5194509021,partr102,PH5,1,value,27,,,6,,,1,1,,,,9,,,,,,,,,1,,,1,,1,19450902,1,NYC16,h,CIA,1,0,0,exhibition,,
BIR194509031,garca101,CIA,1,value,27,,,5,,,0,0,0,2,,,,,,,,,,,1,,,1,,1,19450903,1,NYC16,v,BIR,1,0,0,exhibition,,
BIR194509031,bumpe101,BIR,3,value,3,,,,,,,0,,,,,,,,,,,,,,,,,1,,19450903,1,NYC16,h,CIA,0,1,0,exhibition,,
BIR194509031,newbj101,BIR,2,value,15,,,,,,,1,,,,,,,,,,,,,,,,,,,19450903,1,NYC16,h,CIA,0,1,0,exhibition,,
BIR194509031,thomf110,BIR,1,value,6,,,,,,,2,,,,,,,,,,,,,,1,,1,,,19450903,1,NYC16,h,CIA,0,1,0,exhibition,,
BLG194509033,wrigj105,HOM,1,value,21,,,,,,,1,,,,3,,,,,,,,,,,,1,,1,19450903,3,BAL14,v,BLG,0,0,1,regular,,
CAG194509031,breme101,CVB,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450903,1,CHI10,v,CAG,0,1,0,regular,,
CAG194509031,davis106,CVB,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19450903,1,CHI10,v,CAG,0,1,0,regular,,
CAG194509031,hardl104,CVB,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450903,1,CHI10,v,CAG,0,1,0,regular,,
CAG194509031,duket102,CAG,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450903,1,CHI10,h,CVB,1,0,0,regular,,
CAG194509031,mccow102,CAG,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450903,1,CHI10,h,CVB,1,0,0,regular,,
CAG194509032,breme101,CVB,1,value,18,,,5,,,,3,,,,,,,,,,,,,,1,,1,,1,19450903,2,CHI10,v,CAG,0,1,0,regular,,
CAG194509032,jessg101,CAG,1,value,21,,,4,,,,2,,,,,,,,,,,,,1,,,1,,1,19450903,2,CHI10,h,CVB,1,0,0,regular,,
HOM194509031,gainj102,BLG,1,value,27,,,4,,,,2,,7,,,1,,,,,,,,,,,1,,,19450903,1,WAS09,v,HOM,0,1,0,regular,,
HOM194509031,harvb101,BLG,2,value,8,,,4,,,,1,,,,,,,,,,,,,,1,,,1,,19450903,1,WAS09,v,HOM,0,1,0,regular,,
HOM194509031,welmr101,HOM,1,value,36,,,10,1,1,,2,,,,,,,,,1,,,,1,,,1,,1,19450903,1,WAS09,h,BLG,1,0,0,regular,,
HOM194509032,harvb101,BLG,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450903,2,WAS09,v,HOM,0,1,0,regular,,
HOM194509032,moren101,BLG,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450903,2,WAS09,v,HOM,0,1,0,regular,,
HOM194509032,blaig101,HOM,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19450903,2,WAS09,h,BLG,1,0,0,regular,,
HOM194509032,hoskd101,HOM,2,value,,,,,,,,,,,,,,,,,,,,,,,1,,1,,19450903,2,WAS09,h,BLG,1,0,0,regular,,
KCM194509031,pearf104,MEM,1,value,24,,32,6,2,0,0,3,,0,,,0,0,0,1,,,,,,1,,1,,1,19450903,1,KAN05,v,KCM,0,1,0,regular,y,
KCM194509031,lamaj102,KCM,1,value,25,,33,3,0,0,0,2,,2,0,9,0,0,0,1,0,,,,1,,,1,,,19450903,1,KAN05,h,MEM,1,0,0,regular,y,
KCM194509031,mcdab101,KCM,2,value,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,19450903,1,KAN05,h,MEM,1,0,0,regular,y,
KCM194509032,bakee102,MEM,1,value,18,,32,10,1,1,0,8,,3,,,0,0,0,0,,,,,,1,,1,,1,19450903,2,KAN05,v,KCM,0,1,0,regular,y,
KCM194509032,mcdab101,KCM,1,value,21,,26,3,1,0,0,0,0,1,,,0,0,0,0,,,,,1,,,1,,1,19450903,2,KAN05,h,MEM,1,0,0,regular,y,
NW2194509030,medil101,CIA,1,value,24,,,18,,,,13,,,,,,,,,,,,,,1,,1,,1,19450903,0,NWK04,v,NW2,0,1,0,exhibition,,
NW2194509030,hillj104,NW2,1,value,27,,,9,,,,2,,,,,,,,,,,,,1,,,1,,1,19450903,0,NWK04,h,CIA,1,0,0,exhibition,,
NY5194509032,jeffe101,PH5,1,value,21,0,30,9,1,0,0,4,4,0,0,1,0,0,0,1,0,1,0,0,,,,1,,,19450903,2,NYC16,v,NY5,0,1,0,exhibition,y,d
NY5194509032,harrw101,PH5,2,value,5,0,8,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,,1,,,1,,19450903,2,NYC16,v,NY5,0,1,0,exhibition,y,d
NY5194509032,cruem101,NY5,1,value,25,0,34,7,0,1,0,4,2,2,0,7,0,0,0,0,0,0,0,0,,,,1,,,19450903,2,NYC16,h,PH5,1,0,0,exhibition,y,d
NY5194509032,stann101,NY5,2,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,1,,19450903,2,NYC16,h,PH5,1,0,0,exhibition,y,d
BLG194509040,barnd101,NY6,1,value,15,,24,6,0,0,0,4,,2,0,2,0,0,0,,0,,,,,,,1,,,19450904,0,BAL14,v,BLG,0,1,0,regular,y,
BLG194509040,noblb101,NY6,2,value,10,,16,5,0,0,1,3,,1,0,2,0,0,0,,0,,,,,1,,,1,,19450904,0,BAL14,v,BLG,0,1,0,regular,y,
BLG194509040,campr102,BLG,1,value,19,,30,8,0,0,0,6,,3,0,6,0,0,0,,0,,,,,,,1,,,19450904,0,BAL14,h,NY6,1,0,0,regular,y,
BLG194509040,harvb101,BLG,2,value,8,,9,1,0,0,0,0,,0,0,2,0,0,0,,0,,,,1,,,,1,,19450904,0,BAL14,h,NY6,1,0,0,regular,y,
KCM194509040,whitc104,KCM,1,value,27,,,,,,,2,,,,,,,,,,,,,1,,,1,,1,19450904,0,BEL01,h,MEM,1,0,0,regular,,
BLG194509080,burnw102,NY6,1,value,6,,11,3,0,0,0,4,,2,0,1,0,0,0,1,0,,,,,1,,1,,,19450908,0,WIL04,v,BLG,0,1,0,regular,y,
BLG194509080,tianl102,NY6,2,value,15,,24,7,0,0,0,2,,3,0,6,0,0,0,0,0,,,,,,,,,,19450908,0,WIL04,v,BLG,0,1,0,regular,y,
BLG194509080,scanp101,NY6,3,value,3,,3,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,,,,,,1,,19450908,0,WIL04,v,BLG,0,1,0,regular,y,
BLG194509080,byrdb101,BLG,1,value,27,,32,4,1,0,0,0,0,1,,9,0,0,0,2,,,,,1,,,1,,1,19450908,0,WIL04,h,NY6,1,0,0,regular,y,
HOM194509080,boona101,BIR,1,value,27,,35,5,2,1,0,2,,2,,2,0,1,0,0,,,,,1,,,1,,1,19450908,0,PHI17,v,HOM,1,0,0,exhibition,y,
HOM194509080,walkr103,HOM,1,value,27,,38,11,1,0,0,4,3,,,1,0,0,0,0,2,,,,,1,,1,,1,19450908,0,PHI17,h,BIR,0,1,0,exhibition,y,
MEM194509080,johnj110,NY5,1,value,24,,,12,,,,6,,,,,,,,,,,,,,1,,1,,1,19450908,0,DAY03,v,MEM,0,1,0,exhibition,,
MEM194509080,pearf104,MEM,1,value,27,,,9,,,,5,,,,,,,,,,,,,1,,,1,,1,19450908,0,DAY03,h,NY5,1,0,0,exhibition,,
CAG194509091,garca101,CIA,1,value,24,,,15,,,,10,,,,,,,,,,,,,,1,,1,,1,19450909,1,CHI10,v,CAG,0,1,0,regular,,
CAG194509091,jessg101,CAG,1,value,27,,,7,,,,7,,,,,,,,,,,,,1,,,1,,1,19450909,1,CHI10,h,CIA,1,0,0,regular,,
CAG194509092,medil101,CIA,1,value,18,,,8,,1,,6,,,,,,,,,,,,,,1,,1,,1,19450909,2,CHI10,v,CAG,0,1,0,regular,,
CAG194509092,lockc102,CAG,2,value,,,,1,,,,0,,,,,,,,,,,,,1,,,,1,,19450909,2,CHI10,h,CIA,1,0,0,regular,,
CAG194509092,mccow102,CAG,1,value,,,,2,,,,5,,3,,,,,,,,,,,,,,1,,,19450909,2,CHI10,h,CIA,1,0,0,regular,,
HOM194509091,hubej101,BIR,1,value,14,,,6,,,,4,,,,,,,,,,,,,1,,,1,,,19450909,1,NYC14,v,HOM,1,0,0,exhibition,,
HOM194509091,thomf110,BIR,2,value,13,,13,1,,,,0,0,0,,,,,,,,,,,,,,,1,,19450909,1,NYC14,v,HOM,1,0,0,exhibition,,
HOM194509091,walke103,HOM,1,value,27,,,16,2,,1,9,,,,2,,,,,,,,,,1,,1,,1,19450909,1,NYC14,h,BIR,0,1,0,exhibition,,
MEM194509090,forrp101,NY5,1,value,24,,,9,,,,8,,,,,,,,,,,,,,1,,1,,1,19450909,0,IND10,v,MEM,0,1,0,exhibition,,
MEM194509090,mathv101,MEM,1,value,27,,,7,,,1,3,,,,,,,,,,,,,1,,,1,,1,19450909,0,IND10,h,NY5,1,0,0,exhibition,,
NW2194509091,porta103,BLG,1,value,1,0,6,3,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,,1,,1,,,19450909,1,NWK04,v,NW2,0,1,0,regular,y,d
NW2194509091,harvb101,BLG,2,value,23,0,37,12,1,1,0,5,5,2,0,0,0,0,0,0,0,0,0,0,,,,,1,,19450909,1,NWK04,v,NW2,0,1,0,regular,y,d
NW2194509091,newcd101,NW2,1,value,27,0,38,2,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,1,,,1,,1,19450909,1,NWK04,h,BLG,1,0,0,regular,y,d
NY6194509092,newbj101,BIR,1,value,27,,35,6,0,2,0,4,,2,,3,0,0,0,1,,0,,0,1,,,1,,1,19450909,2,NYC14,v,NY6,1,0,0,exhibition,y,
NY6194509092,dihim101,NY6,1,value,19,,28,6,0,,0,6,,3,,7,0,0,0,1,,,,,,1,,1,,,19450909,2,NYC14,h,BIR,0,1,0,exhibition,y,
NY6194509092,andeb106,NY6,2,value,2,,3,0,0,,0,0,,1,,0,0,0,0,0,,,,,,,,,,,19450909,2,NYC14,h,BIR,0,1,0,exhibition,y,
NY6194509092,scanp101,NY6,3,value,6,,7,1,0,,0,0,0,0,0,2,0,0,0,0,,,,,,,,,1,,19450909,2,NYC14,h,BIR,0,1,0,exhibition,y,
PH5194509091,lamaj102,KCM,1,value,27,,36,10,0,0,0,2,,1,,5,0,0,0,0,,,,,1,,,1,,1,19450909,1,DET04,v,PH5,1,0,0,exhibition,y,
PH5194509091,harrw101,PH5,1,value,27,,46,18,3,0,0,11,,1,,3,2,0,0,1,,,,,,1,,1,,1,19450909,1,DET04,h,KCM,0,1,0,exhibition,y,
PH5194509092,paigs101,KCM,1,value,18,,27,9,2,0,0,7,,1,,4,0,0,0,0,,,,,,1,,1,,1,19450909,2,DET04,v,PH5,0,1,0,exhibition,y,
PH5194509092,partr102,PH5,1,value,21,,26,5,0,0,0,2,,,,,0,0,0,0,,,,,1,,,1,,1,19450909,2,DET04,h,KCM,1,0,0,exhibition,y,
CAG194509100,willj112,CIA,1,value,25,,40,10,0,0,0,12,,5,,,0,0,0,0,,0,,,,,,1,,,19450910,0,MIL03,v,CAG,0,1,0,regular,y,
CAG194509100,watsa102,CIA,2,value,1,,5,2,0,0,0,2,,2,,,0,0,0,0,,0,,,,1,,,1,,19450910,0,MIL03,v,CAG,0,1,0,regular,y,
CAG194509100,cornw101,CAG,1,value,3,,11,5,0,0,0,6,,3,,,0,0,0,0,,0,,,,,,1,,,19450910,0,MIL03,h,CIA,1,0,0,regular,y,
CAG194509100,mccow102,CAG,2,value,24,,36,10,0,0,0,7,,3,,,0,0,0,0,,0,,,1,,,,1,,19450910,0,MIL03,h,CIA,1,0,0,regular,y,
KCM194509100,harrw101,PH5,1,value,15,,26,5,0,0,0,3,,4,0,4,1,0,0,1,0,,,,,,,1,,,19450910,0,FLI01,v,KCM,0,1,0,exhibition,y,
KCM194509100,jeffe101,PH5,2,value,9,,14,4,0,0,0,3,,1,0,3,0,0,0,0,0,,,,,1,,,1,,19450910,0,FLI01,v,KCM,0,1,0,exhibition,y,
KCM194509100,mcdab101,KCM,1,value,15,2,21,5,0,0,0,3,,2,0,3,0,0,0,0,0,,,,,,,1,,,19450910,0,FLI01,h,PH5,1,0,0,exhibition,y,
KCM194509100,wylis101,KCM,2,value,12,,18,3,0,0,0,1,,4,0,3,0,0,0,0,0,,,,1,,,,1,,19450910,0,FLI01,h,PH5,1,0,0,exhibition,y,
HOM194509110,andeb106,NY6,1,value,24,,,11,2,,,5,,,,,,,,,,,,,,1,,1,,1,19450911,0,BUF06,v,HOM,0,1,0,regular,,
HOM194509110,browr103,HOM,1,value,27,,,10,,,,4,,,,,,,,,,,,,1,,,1,,1,19450911,0,BUF06,h,NY6,1,0,0,regular,,
HOM194509120,tianl102,NY6,1,value,27,,,17,,,4,9,,,,,,,,,,,,,1,,,1,,1,19450912,0,BUF06,v,HOM,1,0,0,regular,,
HOM194509120,carts102,HOM,1,value,27,,,15,1,,1,10,,,,,,,,,,,,,,1,,1,,1,19450912,0,BUF06,h,NY6,0,1,0,regular,,
KCM194509120,bumpe101,BIR,1,value,27,,,4,,,,1,,,,,,,,,,,,,1,,,1,,1,19450912,0,COL05,v,KCM,1,0,0,regular,,
KCM194509120,lamaj102,KCM,1,value,27,,,10,,,,8,,,,,,,,,,,,,,1,,1,,1,19450912,0,COL05,h,BIR,0,1,0,regular,,
CVB194509130,welmr101,HOM,1,value,24,0,33,6,0,1,0,2,2,3,0,7,0,0,0,1,0,0,0,0,,1,,1,,1,19450913,0,CLE07,v,CVB,0,1,0,championship,y,d
CVB194509130,jeffw101,CVB,1,value,27,0,33,6,1,0,0,1,1,2,0,4,0,0,0,0,0,2,1,0,1,,,1,,1,19450913,0,CLE07,h,HOM,1,0,0,championship,y,d
CAG194509140,markj101,BIR,1,value,21,,36,12,0,0,0,7,,3,,,0,0,0,0,,0,,,1,,,1,,1,19450914,0,RAC01,v,CAG,1,0,0,exhibition,y,
CAG194509140,cornw101,CAG,1,value,17,,34,13,0,0,1,9,,4,,,0,0,0,0,,0,,,,1,,1,,,19450914,0,RAC01,h,BIR,0,1,0,exhibition,y,
CAG194509140,westo102,CAG,2,value,4,,8,2,0,0,0,3,,2,,,0,0,0,0,,0,,,,,,,1,,19450914,0,RAC01,h,BIR,0,1,0,exhibition,y,
CVB194509140,walkr103,HOM,1,value,24,,33,5,,,0,1,1,4,,,0,0,0,0,,,,,1,,,1,,,19450914,0,DAY03,v,CVB,1,0,0,exhibition,y,
CVB194509140,carts102,HOM,2,value,3,,6,2,,,0,0,0,1,,,0,0,0,0,,,,,,,,,1,,19450914,0,DAY03,v,CVB,1,0,0,exhibition,y,
CVB194509140,browj114,CVB,1,value,27,,38,6,,,0,3,3,6,,,0,0,0,0,,,,,,1,,1,,1,19450914,0,DAY03,h,HOM,0,1,0,exhibition,y,
CAG194509150,boona101,BIR,1,value,27,,,2,,,,0,0,2,,4,,,,,,,,,1,,,1,,1,19450915,0,URB01,v,CAG,1,0,0,exhibition,,
CAG194509150,mccow102,CAG,1,value,27,,,14,3,1,1,8,,3,,6,,,,,,,,,,1,,1,,1,19450915,0,URB01,h,BIR,0,1,0,exhibition,,
CAG194509161,newbj101,BIR,1,value,27,,,4,,,,2,2,,,,,,,,,,,,1,,,1,,1,19450916,1,CHI10,v,CAG,1,0,0,exhibition,,
CAG194509161,mckig101,CAG,1,value,27,,,7,,,,4,,,,,,,,,,,,,,1,,1,,1,19450916,1,CHI10,h,BIR,0,1,0,exhibition,,
CAG194509162,thomf110,BIR,1,value,21,,,2,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19450916,2,CHI10,v,CAG,1,0,0,exhibition,,
CAG194509162,jessg101,CAG,1,value,21,,,5,,,,3,3,,,,,,,,,,,,,1,,1,,1,19450916,2,CHI10,h,BIR,0,1,0,exhibition,,
CIA194509161,mcdab101,KCM,1,value,24,,,8,,,,3,3,,,,,,,,,,,,,1,,1,,1,19450916,1,IND10,v,CIA,0,1,0,exhibition,,
CIA194509161,medil101,CIA,1,value,27,,,8,,,,2,,,,,,,,,,,,,1,,,1,,1,19450916,1,IND10,h,KCM,1,0,0,exhibition,,
CIA194509162,smith111,KCM,1,value,18,,,7,,,,2,,,,,,,,,,,,,,1,,1,,1,19450916,2,IND10,v,CIA,0,1,0,exhibition,,
CIA194509162,garca101,CIA,1,value,21,,,7,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19450916,2,IND10,h,KCM,1,0,0,exhibition,,
CVB194509160,wrigj105,HOM,1,value,24,4,36,8,3,0,1,4,3,3,2,4,0,2,0,0,0,1,0,0,,1,,1,,1,19450916,0,CLE06,v,CVB,0,1,0,championship,y,d
CVB194509160,breme101,CVB,1,value,27,0,35,7,1,0,0,2,2,2,0,5,0,0,1,1,0,0,0,0,1,,,1,,1,19450916,0,CLE06,h,HOM,1,0,0,championship,y,d
NW2194509161,partr102,PH5,1,value,30,,41,6,0,1,0,2,2,4,,2,0,0,0,0,,,,,1,,,1,,1,19450916,1,NYC14,v,NW2,1,0,0,exhibition,y,
NW2194509161,newcd101,NW2,1,value,30,,39,5,0,0,1,3,2,5,,7,0,1,0,1,,,,,,1,,1,,1,19450916,1,NYC14,h,PH5,0,1,0,exhibition,y,
NY6194509162,fillj101,PH5,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450916,2,NYC14,v,NY6,0,1,0,exhibition,,
NY6194509162,harrw101,PH5,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450916,2,NYC14,v,NY6,0,1,0,exhibition,,
NY6194509162,scanp101,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450916,2,NYC14,h,PH5,1,0,0,exhibition,,
NY6194509162,taylj108,NY6,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450916,2,NYC14,h,PH5,1,0,0,exhibition,,
MEM194509170,kuncu101,NY5,2,value,9,,,,,,,2,,,,,,,,,,,,,,1,,,1,,19450917,0,LRK02,v,MEM,0,1,0,exhibition,,
MEM194509170,mackg102,NY5,1,value,12,,,,,,,1,,,,,,,,,,,,,,,,1,,,19450917,0,LRK02,v,MEM,0,1,0,exhibition,,
MEM194509170,johnm104,MEM,1,value,6,,,,,,,1,,,,,,,,,,,,,,,,1,,,19450917,0,LRK02,h,NY5,1,0,0,exhibition,,
MEM194509170,keyer101,MEM,2,value,18,,,,,,,1,,,,,,,,,,,,,1,,,,1,,19450917,0,LRK02,h,NY5,1,0,0,exhibition,,
HOM194509180,jeffg102,CVB,1,value,27,0,35,3,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19450918,0,WAS09,v,HOM,1,0,0,championship,y,d
HOM194509180,welmr101,HOM,1,value,27,0,37,7,0,1,0,4,1,2,1,5,1,0,0,0,0,1,0,0,,1,,1,,1,19450918,0,WAS09,h,CVB,0,1,0,championship,y,d
KCM194509180,willj112,CIA,1,value,24,,36,11,0,0,1,6,,2,,7,0,0,0,0,,,,,,1,,1,,1,19450918,0,KAN05,v,KCM,0,1,0,exhibition,y,
KCM194509180,lamaj102,KCM,1,value,27,,31,6,1,0,0,0,0,0,,,0,0,0,0,,,,,1,,,1,,1,19450918,0,KAN05,h,CIA,1,0,0,exhibition,y,
MEM194509180,johnj110,NY5,1,value,27,,,1,,,,1,,,,,,,,,,,,,1,,,1,,1,19450918,0,HOU04,v,MEM,1,0,0,exhibition,,
KCM194509190,watsa102,CIA,1,value,24,,40,13,1,2,0,9,,3,,3,0,0,0,2,,,,,,1,,1,,1,19450919,0,KAN05,v,KCM,0,1,0,exhibition,y,
KCM194509190,mcdab101,KCM,1,value,27,,33,2,0,0,0,1,1,4,,12,0,1,0,0,,,,,1,,,1,,1,19450919,0,KAN05,h,CIA,1,0,0,exhibition,y,
MEM194509190,cruem101,NY5,1,value,24,,,9,,,0,3,,,,,,,,,,,,,,1,,1,,1,19450919,0,HOU04,v,MEM,0,1,0,exhibition,,
MEM194509190,mathv101,MEM,1,value,27,,,5,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19450919,0,HOU04,h,NY5,1,0,0,exhibition,,
NY6194509190,hoskd101,HOM,1,value,24,,36,11,5,1,0,4,4,2,,11,1,0,0,0,,,,,,1,,1,,1,19450919,0,NYC14,v,NY6,0,1,0,exhibition,y,
NY6194509190,andeb106,NY6,1,value,24,,33,7,0,0,0,2,2,3,0,1,0,0,0,,0,,,,1,,,1,,,19450919,0,NYC14,h,HOM,1,0,0,exhibition,y,
NY6194509190,scanp101,NY6,2,value,3,,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,1,,1,,19450919,0,NYC14,h,HOM,1,0,0,exhibition,y,
HOM194509201,carsf102,CVB,1,value,27,0,33,4,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,,,1,,1,19450920,1,PHI11,v,HOM,1,0,0,championship,y,d
HOM194509201,browr103,HOM,1,value,27,0,38,10,0,0,0,5,2,1,0,1,0,1,0,1,0,0,0,0,,1,,1,,1,19450920,1,PHI11,h,CVB,0,1,0,championship,y,d
KCM194509200,garca101,CIA,1,value,27,,34,3,0,0,0,3,,2,,7,0,0,0,1,,,,,1,,,1,,1,19450920,0,OKC02,v,KCM,1,0,0,exhibition,y,
KCM194509200,smith111,KCM,1,value,27,,39,13,0,1,0,6,,1,,3,0,0,0,1,,,,,,1,,1,,1,19450920,0,OKC02,h,CIA,0,1,0,exhibition,y,
MEM194509200,forrp101,NY5,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450920,0,FTW01,v,MEM,0,1,0,exhibition,,
MEM194509200,poolc101,NY5,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19450920,0,FTW01,v,MEM,0,1,0,exhibition,,
MEM194509200,bakee102,MEM,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19450920,0,FTW01,h,NY5,1,0,0,exhibition,,
MEM194509200,keyer101,MEM,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450920,0,FTW01,h,NY5,1,0,0,exhibition,,
MEM194509200,pearf104,MEM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19450920,0,FTW01,h,NY5,1,0,0,exhibition,,
PH5194509202,browj114,CVB,1,value,27,,39,7,0,1,0,1,1,5,,4,0,0,0,1,,,,,1,,,1,,1,19450920,2,PHI11,v,PH5,1,0,0,exhibition,y,
PH5194509202,partr102,PH5,1,value,27,,35,5,3,0,0,4,,3,,6,0,0,0,1,,,,,,1,,1,,1,19450920,2,PHI11,h,CVB,0,1,0,exhibition,y,
KCM194509210,merch101,CIA,1,value,24,,,11,,,1,5,,,,,,,,,,,,,,1,,1,,1,19450921,0,MUS01,v,KCM,0,1,0,exhibition,,
KCM194509210,mcdab101,KCM,1,value,27,,,8,,,,4,,,,,,,,,,,,,1,,,1,,1,19450921,0,MUS01,h,CIA,1,0,0,exhibition,,
HOM194509220,breme101,CVB,1,value,27,,35,7,,,0,1,,5,,4,0,0,0,0,,,,,1,,,1,,1,19450922,0,WIL04,v,HOM,1,0,0,exhibition,y,
HOM194509220,walkr103,HOM,1,value,21,,32,8,,,0,2,,1,,5,0,0,0,0,,,,,,1,,1,,,19450922,0,WIL04,h,CVB,0,1,0,exhibition,y,
HOM194509220,carts102,HOM,2,value,6,,9,3,,,0,2,,0,,3,0,0,0,0,,,,,,,,,1,,19450922,0,WIL04,h,CVB,0,1,0,exhibition,y,
CIA194509231,mcdab101,KCM,1,value,27,,,4,,,,1,,,,12,,,,,,,,,1,,,1,,1,19450923,1,HOU04,v,CIA,1,0,0,exhibition,,
CIA194509231,medil101,CIA,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19450923,1,HOU04,h,KCM,0,1,0,exhibition,,
CIA194509231,watsa102,CIA,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19450923,1,HOU04,h,KCM,0,1,0,exhibition,,
CIA194509232,garca101,KCM,1,value,18,,,,,,,,,,,,,,,,,,,,,1,,1,,1,19450923,2,HOU04,v,CIA,0,1,0,exhibition,,
CIA194509232,lamaj102,CIA,1,value,21,,,4,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19450923,2,HOU04,h,KCM,1,0,0,exhibition,,
HOM194509231,jeffg102,CVB,1,value,15,,25,8,,,1,6,,2,,0,0,0,0,0,,,,,,1,,1,,,19450923,1,NYC16,v,HOM,0,1,0,exhibition,y,
HOM194509231,jeffw101,CVB,2,value,9,,14,4,,,0,1,,1,,3,0,0,0,0,,,,,,,,,1,,19450923,1,NYC16,v,HOM,0,1,0,exhibition,y,
HOM194509231,welmr101,HOM,1,value,27,,41,12,,,0,1,,2,,7,0,0,0,1,,,,,1,,,1,,1,19450923,1,NYC16,h,CVB,1,0,0,exhibition,y,
HOM194509232,browj114,CVB,1,value,24,,,10,1,,1,7,7,,,,,,,,,,,,,1,,1,,1,19450923,2,NYC16,v,HOM,0,1,0,exhibition,,
HOM194509232,walkr103,HOM,2,value,12,,,,,,,0,0,,,,,,,,,,,,,,,,1,,19450923,2,NYC16,h,CVB,1,0,0,exhibition,,
HOM194509232,wrigj105,HOM,1,value,15,,,,,,,1,,,,,,,,,,,,,1,,,1,,,19450923,2,NYC16,h,CVB,1,0,0,exhibition,,
BIR194509240,cruem101,NY5,1,value,24,,,10,,,,6,,,,,,,,,,,,,,1,,1,,1,19450924,0,BIR01,v,BIR,0,1,0,exhibition,,
BIR194509240,hubej101,BIR,1,value,12,,,,,,,1,,,,,,,,,,,,,,,,1,,,19450924,0,BIR01,h,NY5,1,0,0,exhibition,,
